qid,img,width,height,orientation,n_main,fb_external_1,fb_external_2,fb_external_3,fb_external_4,fb_external_5,fb_comment_1,fb_comment_2,fb_post,comment,edge,external,fb_home,comment_truth,external_truth,edge_truth,code_id
4,1653320242000-2022-05-23-23-37-22-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320243000-2022-05-23-23-37-23-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320244000-2022-05-23-23-37-24-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320245000-2022-05-23-23-37-25-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320246000-2022-05-23-23-37-26-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320247000-2022-05-23-23-37-27-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320248000-2022-05-23-23-37-28-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320249000-2022-05-23-23-37-29-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320251000-2022-05-23-23-37-31-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320252000-2022-05-23-23-37-32-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320254000-2022-05-23-23-37-34-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320255000-2022-05-23-23-37-35-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320256000-2022-05-23-23-37-36-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
4,1653320257000-2022-05-23-23-37-37-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605992000-2021-12-27-19-53-12-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605993000-2021-12-27-19-53-13-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605994000-2021-12-27-19-53-14-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605995000-2021-12-27-19-53-15-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605996000-2021-12-27-19-53-16-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640605997000-2021-12-27-19-53-17-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9661169052,0,881,0,0.9760260582,,,,
5,1640605998000-2021-12-27-19-53-18-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.8432427645,0,568,0,0.9473183155,,,,
5,1640605999000-2021-12-27-19-53-19-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9674451351,0,989,0,0.9537422657,,,,
5,1640606000000-2021-12-27-19-53-20-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0.978202641,,,,
5,1640606001000-2021-12-27-19-53-21-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0.8443415761,,,,
5,1640606002000-2021-12-27-19-53-22-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0.8982765675,,,,
5,1640606003000-2021-12-27-19-53-23-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9776417613,0,858,0,0.9835262895,,,,
5,1640606005000-2021-12-27-19-53-25-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.9692206383,0,0,0.9692206383,,0,0,,,,
5,1640606006000-2021-12-27-19-53-26-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.9666016698,0.33912462,0,0.9666016698,,0,0,,,,
5,1640606007000-2021-12-27-19-53-27-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.7379560471,0,0,0.7379560471,,0,0,,,,
5,1640606009000-2021-12-27-19-53-29-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.97220999,0,856,0,0.9851139784,,,,
5,1640606010000-2021-12-27-19-53-30-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640606011000-2021-12-27-19-53-31-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5,1640606012000-2021-12-27-19-53-32-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9818878174,0,957,0,0.949559927,,,,
5,1640606015000-2021-12-27-19-53-35-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9098141193,0,624,0,0.9792052507,,,,
5,1640606016000-2021-12-27-19-53-36-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.968832612,0,411,0,0.9645146132,,,,
5,1640606018000-2021-12-27-19-53-38-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9698697329,0,640,0,0.9693320394,,,,
5,1640606020000-2021-12-27-19-53-40-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9870570302,0,621,0,0.9702621102,,,,
5,1640606021000-2021-12-27-19-53-41-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.998380720615387_0.9871747493743896,0,974_430,0,0.9763252139,,,,
5,1640606022000-2021-12-27-19-53-42-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813549000-2021-06-28-01-05-49-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813550000-2021-06-28-01-05-50-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813551000-2021-06-28-01-05-51-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813552000-2021-06-28-01-05-52-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813553000-2021-06-28-01-05-53-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.3412314951,0,649,0,0,,,,
6,1624813554000-2021-06-28-01-05-54-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813555000-2021-06-28-01-05-55-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8824546933,0,375,0,0,,,,
6,1624813556000-2021-06-28-01-05-56-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9766349792,0,267,0,0,,,,
6,1624813557000-2021-06-28-01-05-57-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9759632945,0,267,0,0,,,,
6,1624813558000-2021-06-28-01-05-58-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9749772548675537_0.9652055501937866,0,736_678,0,0,,,,
6,1624813559000-2021-06-28-01-05-59-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9782236814498901_0.9506257772445679_0.9375512599945068,0,674_228_450,0,0,,,,
6,1624813560000-2021-06-28-01-06-00-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813561000-2021-06-28-01-06-01-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813562000-2021-06-28-01-06-02-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813563000-2021-06-28-01-06-03-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813564000-2021-06-28-01-06-04-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813565000-2021-06-28-01-06-05-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813566000-2021-06-28-01-06-06-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.2452624589,0,522,0,0,,,,
6,1624813568000-2021-06-28-01-06-08-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813569000-2021-06-28-01-06-09-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813570000-2021-06-28-01-06-10-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813571000-2021-06-28-01-06-11-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813572000-2021-06-28-01-06-12-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813573000-2021-06-28-01-06-13-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6,1624813574000-2021-06-28-01-06-14-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
7,1647416141000-2022-03-16-15-35-41-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.9977124929,,,,
7,1647416142000-2022-03-16-15-35-42-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9852800965,0,889,0,0.9987885952,,,,
7,1647416143000-2022-03-16-15-35-43-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9908800721,0,117,0,0.9990413189,,,,
7,1647416144000-2022-03-16-15-35-44-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9686743021,0,823,0,0.9979326129,,,,
7,1647416145000-2022-03-16-15-35-45-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.99606812,,,,
7,1647416146000-2022-03-16-15-35-46-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.9832531214,,,,
7,1647416147000-2022-03-16-15-35-47-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.9913270473,,,,
7,1647416148000-2022-03-16-15-35-48-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.7243287563,0,853,0,0.9967901707,,,,
7,1647416149000-2022-03-16-15-35-49-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9279305935,0,338,0,0.9984915257,,,,
7,1647416150000-2022-03-16-15-35-50-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9744580984,0,411,0,0.9964529276,,,,
7,1647416151000-2022-03-16-15-35-51-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9365665913,0,412,0,0.9971584082,,,,
7,1647416152000-2022-03-16-15-35-52-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9365665913,0,412,0,0.9971584082,,,,
7,1647416153000-2022-03-16-15-35-53-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9365665913,0,412,0,0.9971584082,,,,
7,1647416155000-2022-03-16-15-35-55-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9418079853,0,326,0,0.998573184,,,,
7,1647416156000-2022-03-16-15-35-56-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.983086884,0,259,0,0.9959473014,,,,
7,1647416158000-2022-03-16-15-35-58-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.983086884,0,259,0,0.9959473014,,,,
7,1647416159000-2022-03-16-15-35-59-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9831694365,0,259,0,0.9959469438,,,,
7,1647416160000-2022-03-16-15-36-00-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9772407413,0,229,0,0.997867167,,,,
7,1647416161000-2022-03-16-15-36-01-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8972122073,0,226,0,0.9983989596,,,,
7,1647416162000-2022-03-16-15-36-02-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8901315928,0,225,0,0.9985182881,,,,
7,1647416163000-2022-03-16-15-36-03-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9656198621,0,167,0,0.9984445572,,,,
7,1647416164000-2022-03-16-15-36-04-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.9930206537,,,,
7,1647416166000-2022-03-16-15-36-06-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0,,0,0.9400615096,,,,
7,1647416167000-2022-03-16-15-36-07-55-Facebook.jpg,540,960,0,1,0.4732501209,0,0,0,0,0,0,0,0,,0.4732501209,0,,,,
7,1647416168000-2022-03-16-15-36-08-55-Facebook.jpg,540,960,0,1,0.375442028,0,0,0,0,0,0,0,0,,0.375442028,0,,,,
8,1645101666000-2022-02-17-20-41-06-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101667000-2022-02-17-20-41-07-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101668000-2022-02-17-20-41-08-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101669000-2022-02-17-20-41-09-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101670000-2022-02-17-20-41-10-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9862971306,0,0,0,0,,0.9862971306,0,,,,
8,1645101671000-2022-02-17-20-41-11-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101672000-2022-02-17-20-41-12-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101673000-2022-02-17-20-41-13-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101674000-2022-02-17-20-41-14-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101675000-2022-02-17-20-41-15-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101676000-2022-02-17-20-41-16-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101677000-2022-02-17-20-41-17-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9862971306,0,0,0,0,,0.9862971306,0,,,,
